Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.092410 s; user: 0.092410 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.044706 s; user: 0.044707 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.046369 s; user: 0.046372 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.198351 s; user: 0.198355 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.128093 s; user: 0.128096 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.140257 s; user: 0.140260 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.622595 s; user: 0.622591 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.481630 s; user: 0.481629 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.512736 s; user: 0.512731 s
