Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.709736 s; user: 1.709719 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.652027 s; user: 0.652027 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.678369 s; user: 0.678364 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.681415 s; user: 2.681383 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.486891 s; user: 1.486882 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.534997 s; user: 1.534984 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 6.113892 s; user: 6.113825 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 4.552773 s; user: 4.552746 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 17; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 4.637229 s; user: 4.637180 s
