Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.195020 s; user: 0.194728 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.068298 s; user: 0.068301 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.073558 s; user: 0.073559 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.305026 s; user: 0.305030 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.158112 s; user: 0.158083 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.168152 s; user: 0.168154 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.737712 s; user: 0.737701 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.519787 s; user: 0.519787 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.552096 s; user: 0.552064 s
