Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.036136 s; user: 0.036136 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.014926 s; user: 0.014928 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.015835 s; user: 0.015838 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.068013 s; user: 0.068016 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.040227 s; user: 0.040229 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.045664 s; user: 0.045666 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.204305 s; user: 0.204309 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.151847 s; user: 0.151839 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.160147 s; user: 0.160150 s
