Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.038296 s; user: 0.038284 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.015665 s; user: 0.015667 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.016522 s; user: 0.016523 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.070349 s; user: 0.070350 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.041090 s; user: 0.041093 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.045302 s; user: 0.045305 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.203408 s; user: 0.203411 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.147457 s; user: 0.147451 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.158872 s; user: 0.158876 s
