Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.090586 s; user: 0.090553 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.043440 s; user: 0.043442 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.044981 s; user: 0.044889 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.196048 s; user: 0.196021 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.126270 s; user: 0.126273 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.135764 s; user: 0.135767 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.614221 s; user: 0.614218 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.482261 s; user: 0.482266 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.508545 s; user: 0.508543 s
