Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.124959 s; user: 0.124818 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.045071 s; user: 0.045004 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.046399 s; user: 0.046331 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.199244 s; user: 0.199052 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.108588 s; user: 0.108406 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.117147 s; user: 0.117018 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.502390 s; user: 0.501913 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.359650 s; user: 0.359208 s
Testing UnsaturatedSolinas 2^336-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.381162 s; user: 0.380767 s
