Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.135521 s; user: 0.135524 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.059303 s; user: 0.059305 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.062181 s; user: 0.062182 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.277730 s; user: 0.277723 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.175839 s; user: 0.175843 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.190440 s; user: 0.190443 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.841923 s; user: 0.841921 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.654827 s; user: 0.654827 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.694554 s; user: 0.694551 s
