Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.634590 s; user: 0.634586 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.216866 s; user: 0.216869 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.222831 s; user: 0.222827 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.895639 s; user: 0.895637 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.425031 s; user: 0.425037 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.449818 s; user: 0.449804 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.804406 s; user: 1.804401 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.211023 s; user: 1.211022 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 1.262043 s; user: 1.262043 s
