Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.130515 s; user: 0.130516 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.058297 s; user: 0.058300 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.060222 s; user: 0.060224 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.265182 s; user: 0.265186 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.170232 s; user: 0.170228 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.185326 s; user: 0.185327 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.836231 s; user: 0.836229 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.649079 s; user: 0.649086 s
Testing UnsaturatedSolinas 2^174-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.681597 s; user: 0.681566 s
