Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.068602 s; user: 0.068532 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.027135 s; user: 0.027137 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.028200 s; user: 0.028196 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.118229 s; user: 0.118232 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.066410 s; user: 0.066412 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.072432 s; user: 0.072435 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.340886 s; user: 0.331441 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.238387 s; user: 0.238390 s
Testing UnsaturatedSolinas 2^251-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 3618502788666131106986593281521497120414687020801267626233049500247285301248; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.252859 s; user: 0.252853 s
