Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.193061 s; user: 0.193049 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.068474 s; user: 0.068477 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.072106 s; user: 0.072109 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.300777 s; user: 0.300781 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.156222 s; user: 0.156225 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.164233 s; user: 0.164237 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.706835 s; user: 0.706828 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.495921 s; user: 0.495895 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.520000 s; user: 0.520006 s
