Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.701041 s; user: 1.701004 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.649358 s; user: 0.649364 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.666189 s; user: 0.666158 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.645866 s; user: 2.645828 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.487039 s; user: 1.487020 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.543094 s; user: 1.543064 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 6.025835 s; user: 6.025766 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 4.493546 s; user: 4.493490 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 17; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 4.602879 s; user: 4.602806 s
