Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.085865 s; user: 0.085866 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.041155 s; user: 0.041150 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.044005 s; user: 0.044007 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.188813 s; user: 0.188786 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.125611 s; user: 0.125614 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.135268 s; user: 0.135270 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.615599 s; user: 0.615595 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.476370 s; user: 0.476376 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.502917 s; user: 0.502906 s
