Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.020291 s; user: 0.020292 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.009505 s; user: 0.009302 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.009210 s; user: 0.009212 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.039219 s; user: 0.039151 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.023871 s; user: 0.023873 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.026228 s; user: 0.026232 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.121760 s; user: 0.121566 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.087145 s; user: 0.087147 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.093999 s; user: 0.093877 s
