Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.040682 s; user: 0.040683 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.016024 s; user: 0.016026 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.017717 s; user: 0.017719 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.075309 s; user: 0.075311 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.042165 s; user: 0.042166 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.046173 s; user: 0.046175 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.204906 s; user: 0.204911 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.149641 s; user: 0.149643 s
Testing UnsaturatedSolinas 2^213-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 13164036458569648337239753460458804039861886925068638906788872192; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.159902 s; user: 0.159904 s
