Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.086017 s; user: 0.085978 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.040924 s; user: 0.040926 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.041172 s; user: 0.041174 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.185149 s; user: 0.185146 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.125780 s; user: 0.125783 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.135207 s; user: 0.135210 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.606443 s; user: 0.606439 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.480557 s; user: 0.480562 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.507544 s; user: 0.507516 s
