Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.255400 s; user: 0.255403 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.090736 s; user: 0.090738 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.095629 s; user: 0.095631 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.394325 s; user: 0.394318 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.207813 s; user: 0.207816 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.212312 s; user: 0.212315 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.934888 s; user: 0.934886 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.663870 s; user: 0.663869 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.697653 s; user: 0.697653 s
