Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.033823 s; user: 0.033823 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.013953 s; user: 0.013955 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.014839 s; user: 0.014841 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.063835 s; user: 0.063838 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.038416 s; user: 0.038419 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.042261 s; user: 0.042263 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.199249 s; user: 0.199252 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.147650 s; user: 0.147646 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.158145 s; user: 0.158148 s
