Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.137468 s; user: 0.137343 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.058404 s; user: 0.058336 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.062694 s; user: 0.062584 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.273586 s; user: 0.273173 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.172845 s; user: 0.172646 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.188833 s; user: 0.188634 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.846453 s; user: 0.845527 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.671918 s; user: 0.671134 s
Testing UnsaturatedSolinas 2^189-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 784637716923335095479473677900958302012794430558004314112; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.704499 s; user: 0.703822 s
