Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.053524 s; user: 0.053525 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.021834 s; user: 0.021835 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.024501 s; user: 0.024503 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.102593 s; user: 0.102596 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.061727 s; user: 0.061729 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.067567 s; user: 0.067570 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.307179 s; user: 0.307183 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.233388 s; user: 0.233382 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.246678 s; user: 0.246681 s
