Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.066692 s; user: 0.066692 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.030179 s; user: 0.030182 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.031698 s; user: 0.031700 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.142854 s; user: 0.142847 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.089107 s; user: 0.089109 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.095757 s; user: 0.095759 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.441019 s; user: 0.441024 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.334414 s; user: 0.334408 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.357238 s; user: 0.357236 s
