Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.692981 s; user: 0.692977 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.235398 s; user: 0.235391 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.239908 s; user: 0.239911 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.943451 s; user: 0.943450 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.446557 s; user: 0.446552 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.467793 s; user: 0.467798 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.864362 s; user: 1.864345 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.224293 s; user: 1.224292 s
Testing UnsaturatedSolinas 2^511-187 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 187)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 1.278826 s; user: 1.278821 s
