Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.072568 s; user: 0.072440 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.026538 s; user: 0.026540 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.028438 s; user: 0.028439 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.122814 s; user: 0.122624 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.065528 s; user: 0.065531 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.070784 s; user: 0.070723 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.327605 s; user: 0.327281 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.234194 s; user: 0.233825 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.250066 s; user: 0.249874 s
