Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.285776 s; user: 0.285778 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.115336 s; user: 0.115339 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.125439 s; user: 0.125442 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.530543 s; user: 0.530541 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.328660 s; user: 0.328640 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.339108 s; user: 0.339102 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.459262 s; user: 1.459265 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.128599 s; user: 1.128589 s
Testing UnsaturatedSolinas 2^266-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 118571099379011784113736688648896417641748464297615937576404566024103044751294464; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.186725 s; user: 1.186727 s
