Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 3.306532 s; user: 3.306524 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.213405 s; user: 1.213404 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.222374 s; user: 1.222362 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 4.703609 s; user: 4.703522 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 2.503333 s; user: 2.503346 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 2.550709 s; user: 2.550703 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 9.899627 s; user: 9.899626 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 7.228446 s; user: 7.228467 s
Testing UnsaturatedSolinas 2^488-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 20; s := 799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 7.236127 s; user: 7.236054 s
