Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.123243 s; user: 0.123238 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.045590 s; user: 0.045593 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.047511 s; user: 0.047514 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.197013 s; user: 0.197016 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.105542 s; user: 0.105544 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.112818 s; user: 0.112820 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.496266 s; user: 0.496261 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.351170 s; user: 0.351174 s
Testing UnsaturatedSolinas 2^336-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.373210 s; user: 0.373214 s
