Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.508295 s; user: 0.507675 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.172970 s; user: 0.172831 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.177346 s; user: 0.177153 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.693329 s; user: 0.692556 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.331225 s; user: 0.330904 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.343060 s; user: 0.342557 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.409400 s; user: 1.407912 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.945581 s; user: 0.944552 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.988818 s; user: 0.987723 s
