Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.033032 s; user: 0.032933 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.013494 s; user: 0.013496 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.014782 s; user: 0.014783 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.062775 s; user: 0.062778 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.037978 s; user: 0.037980 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.041710 s; user: 0.041712 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.197134 s; user: 0.197137 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.146801 s; user: 0.146804 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.157612 s; user: 0.157615 s
