Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.173481 s; user: 0.173483 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.078928 s; user: 0.078920 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.080147 s; user: 0.080150 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.350740 s; user: 0.350745 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.231904 s; user: 0.231909 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.246716 s; user: 0.246720 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.082460 s; user: 1.082450 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.847408 s; user: 0.847409 s
Testing UnsaturatedSolinas 2^198-17 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 401734511064747568885490523085290650630550748445698208825344; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.889045 s; user: 0.889044 s
