Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.090608 s; user: 0.090610 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.043229 s; user: 0.043231 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.044722 s; user: 0.044725 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.192161 s; user: 0.192163 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.123199 s; user: 0.123203 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.134243 s; user: 0.134247 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.613050 s; user: 0.613046 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.479703 s; user: 0.479709 s
Testing UnsaturatedSolinas 2^150-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.507152 s; user: 0.507114 s
