Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.373721 s; user: 0.373717 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.155563 s; user: 0.155566 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.159534 s; user: 0.159537 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.683019 s; user: 0.683014 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.417776 s; user: 0.417782 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.441790 s; user: 0.441795 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.884268 s; user: 1.884255 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.436493 s; user: 1.436484 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 11; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.500048 s; user: 1.500049 s
