Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.179500 s; user: 0.179451 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.077010 s; user: 0.077012 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.084172 s; user: 0.084174 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.362776 s; user: 0.362766 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.235254 s; user: 0.235204 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.249694 s; user: 0.249698 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.099370 s; user: 1.099369 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.860331 s; user: 0.860318 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.914223 s; user: 0.914216 s
