Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.255920 s; user: 0.255923 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.091719 s; user: 0.091723 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.097021 s; user: 0.097023 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.403894 s; user: 0.403884 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.207841 s; user: 0.207845 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.224641 s; user: 0.224644 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.962422 s; user: 0.962393 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.682869 s; user: 0.682861 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.715200 s; user: 0.715199 s
