Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.060866 s; user: 0.060850 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.029088 s; user: 0.029089 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.030704 s; user: 0.030705 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.136742 s; user: 0.136745 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.089170 s; user: 0.089173 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.097084 s; user: 0.097087 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.442333 s; user: 0.442338 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.341421 s; user: 0.341416 s
Testing UnsaturatedSolinas 2^141-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 2787593149816327892691964784081045188247552; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.362331 s; user: 0.362335 s
