Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.045861 s; user: 0.045791 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.022049 s; user: 0.022053 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.023632 s; user: 0.023634 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.099281 s; user: 0.099145 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.067287 s; user: 0.067220 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.070923 s; user: 0.070680 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.298975 s; user: 0.298722 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.230104 s; user: 0.229926 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.246102 s; user: 0.245858 s
