Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.187816 s; user: 0.187818 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.080806 s; user: 0.080810 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.085731 s; user: 0.085733 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.379903 s; user: 0.379897 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.239596 s; user: 0.239599 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.255561 s; user: 0.255564 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.123408 s; user: 1.123404 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.869115 s; user: 0.869081 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.913483 s; user: 0.913481 s
