Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.133537 s; user: 0.133423 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.058104 s; user: 0.058031 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.060000 s; user: 0.060001 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.267250 s; user: 0.266946 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.173731 s; user: 0.173443 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.190218 s; user: 0.190016 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.846078 s; user: 0.845238 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.663605 s; user: 0.662970 s
Testing UnsaturatedSolinas 2^174-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 23945242826029513411849172299223580994042798784118784; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.698712 s; user: 0.697944 s
