Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.066088 s; user: 0.066051 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.030594 s; user: 0.030594 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.032631 s; user: 0.032633 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.139497 s; user: 0.139500 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.089718 s; user: 0.089721 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.099068 s; user: 0.099071 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.451022 s; user: 0.451016 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.352534 s; user: 0.352508 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.372631 s; user: 0.372634 s
