Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.174447 s; user: 0.174433 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.076716 s; user: 0.076718 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.082828 s; user: 0.082831 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.358628 s; user: 0.358633 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.234867 s; user: 0.234870 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.248204 s; user: 0.248193 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.103051 s; user: 1.103043 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.857594 s; user: 0.857554 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.903023 s; user: 0.903021 s
