Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.866010 s; user: 0.866005 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.297053 s; user: 0.297056 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.304455 s; user: 0.304449 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.196059 s; user: 1.196056 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.562430 s; user: 0.562436 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.594435 s; user: 0.594429 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.377451 s; user: 2.377447 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.560278 s; user: 1.559940 s
Testing UnsaturatedSolinas 2^512-569 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 11; s := 13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096; c := [(1, 569)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 1.613841 s; user: 1.613844 s
