Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.022001 s; user: 0.021902 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.008962 s; user: 0.008855 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.008728 s; user: 0.008729 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.038648 s; user: 0.038571 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.023132 s; user: 0.023052 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.025565 s; user: 0.025459 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.119951 s; user: 0.119389 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.087299 s; user: 0.087032 s
Testing UnsaturatedSolinas 2^165-25 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 46768052394588893382517914646921056628989841375232; c := [(1, 25)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.094259 s; user: 0.093883 s
