prime,user,real,kind,bitwidth,descr1,descr2,index,nlimbs,prime_str
784637716923335095479473677900958302012794430558004314087,3.027,3.042,UnsaturatedSolinas,64,PipelineArithOf,cbv,(0),4,2^189-25
784637716923335095479473677900958302012794430558004314087,3.907,3.934,UnsaturatedSolinas,64,PipelineFullOf,lazy,(0),4,2^189-25
784637716923335095479473677900958302012794430558004314087,5.479,5.512,UnsaturatedSolinas,64,PipelineFullToStringsOf,lazy,(0),4,2^189-25
784637716923335095479473677900958302012794430558004314087,2.707,2.715,UnsaturatedSolinas,64,PipelineNBEOf,lazy,(0),4,2^189-25
784637716923335095479473677900958302012794430558004314087,2.676,2.678,UnsaturatedSolinas,64,PipelineArithOf,lazy,(0),4,2^189-25
784637716923335095479473677900958302012794430558004314087,1.052,1.052,UnsaturatedSolinas,64,GallinaDefOf,cbv_no_rt,(0),4,2^189-25
784637716923335095479473677900958302012794430558004314087,1.564,1.563,UnsaturatedSolinas,64,GallinaDefOf,lazy_no_rt,(0),4,2^189-25
784637716923335095479473677900958302012794430558004314087,0.064,0.064,UnsaturatedSolinas,64,GallinaAxOf,vm_compute,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.028,0.322,UnsaturatedSolinas,64,GallinaAxOf,native_compute (1),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.016,0.097,UnsaturatedSolinas,64,GallinaAxOf,native_compute (2),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,1.579,1.62,UnsaturatedSolinas,64,GallinaAxOf,cbv,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,2.524,2.531,UnsaturatedSolinas,64,GallinaAxOf,lazy,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.215,0.259,UnsaturatedSolinas,64,GallinaAxComputedOf,vm_compute,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,2.404,2.414,UnsaturatedSolinas,64,GallinaAxComputedOf,cbv,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,3.568,3.571,UnsaturatedSolinas,64,GallinaAxComputedOf,lazy,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.363,0.37,UnsaturatedSolinas,64,PipelineFullOf,vm_compute,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.412,0.411,UnsaturatedSolinas,64,PipelineFullToStringsOf,vm_compute,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.256,0.256,UnsaturatedSolinas,64,PipelineNBEOf,vm_compute,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.247,0.247,UnsaturatedSolinas,64,PipelineArithOf,vm_compute,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,5.136,214.814,UnsaturatedSolinas,64,PipelineFullOf,native_compute (1),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.283,0.681,UnsaturatedSolinas,64,PipelineFullOf,native_compute (2),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.62,5.595,UnsaturatedSolinas,64,PipelineFullToStringsOf,native_compute (1),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.279,0.457,UnsaturatedSolinas,64,PipelineFullToStringsOf,native_compute (2),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.256,0.606,UnsaturatedSolinas,64,PipelineNBEOf,native_compute (1),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.259,0.411,UnsaturatedSolinas,64,PipelineNBEOf,native_compute (2),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.232,0.596,UnsaturatedSolinas,64,PipelineArithOf,native_compute (1),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.215,0.321,UnsaturatedSolinas,64,PipelineArithOf,native_compute (2),(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,6.632,6.671,UnsaturatedSolinas,64,PipelineFullOf,cbv,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,8.855,8.894,UnsaturatedSolinas,64,PipelineFullToStringsOf,cbv,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,5.024,5.079,UnsaturatedSolinas,64,PipelineNBEOf,cbv,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,4.663,4.669,UnsaturatedSolinas,64,PipelineArithOf,cbv,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,6.584,6.626,UnsaturatedSolinas,64,PipelineFullOf,lazy,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,8.544,8.554,UnsaturatedSolinas,64,PipelineFullToStringsOf,lazy,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,4.488,4.493,UnsaturatedSolinas,64,PipelineNBEOf,lazy,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,4.316,4.325,UnsaturatedSolinas,64,PipelineArithOf,lazy,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,1.62,1.62,UnsaturatedSolinas,64,GallinaDefOf,cbv_no_rt,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,2.455,2.459,UnsaturatedSolinas,64,GallinaDefOf,lazy_no_rt,(1),5,2^189-25
784637716923335095479473677900958302012794430558004314087,0.14,0.14,WordByWordMontgomery,64,GallinaAxOf,vm_compute,,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.072,0.54,WordByWordMontgomery,64,GallinaAxOf,native_compute (1),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.072,0.164,WordByWordMontgomery,64,GallinaAxOf,native_compute (2),,,2^189-25
784637716923335095479473677900958302012794430558004314087,3.223,3.268,WordByWordMontgomery,64,GallinaAxOf,cbv,,,2^189-25
784637716923335095479473677900958302012794430558004314087,5.072,5.089,WordByWordMontgomery,64,GallinaAxOf,lazy,,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.439,0.486,WordByWordMontgomery,64,GallinaAxComputedOf,vm_compute,,,2^189-25
784637716923335095479473677900958302012794430558004314087,4.952,4.954,WordByWordMontgomery,64,GallinaAxComputedOf,cbv,,,2^189-25
784637716923335095479473677900958302012794430558004314087,6.116,6.126,WordByWordMontgomery,64,GallinaAxComputedOf,lazy,,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.76,0.768,WordByWordMontgomery,64,PipelineFullOf,vm_compute,,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.755,0.753,WordByWordMontgomery,64,PipelineFullToStringsOf,vm_compute,,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.515,0.517,WordByWordMontgomery,64,PipelineNBEOf,vm_compute,,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.503,0.506,WordByWordMontgomery,64,PipelineArithOf,vm_compute,,,2^189-25
784637716923335095479473677900958302012794430558004314087,5.771,225.366,WordByWordMontgomery,64,PipelineFullOf,native_compute (1),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.539,0.942,WordByWordMontgomery,64,PipelineFullOf,native_compute (2),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.924,6.008,WordByWordMontgomery,64,PipelineFullToStringsOf,native_compute (1),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.48,0.613,WordByWordMontgomery,64,PipelineFullToStringsOf,native_compute (2),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.451,0.786,WordByWordMontgomery,64,PipelineNBEOf,native_compute (1),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.435,0.601,WordByWordMontgomery,64,PipelineNBEOf,native_compute (2),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.4,0.732,WordByWordMontgomery,64,PipelineArithOf,native_compute (1),,,2^189-25
784637716923335095479473677900958302012794430558004314087,0.384,0.536,WordByWordMontgomery,64,PipelineArithOf,native_compute (2),,,2^189-25
784637716923335095479473677900958302012794430558004314087,12.864,12.923,WordByWordMontgomery,64,PipelineFullOf,cbv,,,2^189-25
784637716923335095479473677900958302012794430558004314087,14.107,14.188,WordByWordMontgomery,64,PipelineFullToStringsOf,cbv,,,2^189-25
784637716923335095479473677900958302012794430558004314087,11.204,11.253,WordByWordMontgomery,64,PipelineNBEOf,cbv,,,2^189-25
784637716923335095479473677900958302012794430558004314087,8.711,8.722,WordByWordMontgomery,64,PipelineArithOf,cbv,,,2^189-25
784637716923335095479473677900958302012794430558004314087,12.564,12.621,WordByWordMontgomery,64,PipelineFullOf,lazy,,,2^189-25
784637716923335095479473677900958302012794430558004314087,13.803,13.84,WordByWordMontgomery,64,PipelineFullToStringsOf,lazy,,,2^189-25
784637716923335095479473677900958302012794430558004314087,8.728,8.809,WordByWordMontgomery,64,PipelineNBEOf,lazy,,,2^189-25
784637716923335095479473677900958302012794430558004314087,9.276,9.3,WordByWordMontgomery,64,PipelineArithOf,lazy,,,2^189-25
784637716923335095479473677900958302012794430558004314087,3.148,3.144,WordByWordMontgomery,64,GallinaDefOf,cbv_no_rt,,,2^189-25
784637716923335095479473677900958302012794430558004314087,5.092,5.102,WordByWordMontgomery,64,GallinaDefOf,lazy_no_rt,,,2^189-25
1569275433846670190958947355801916604025588861116008628213,0.184,0.185,UnsaturatedSolinas,32,GallinaAxOf,vm_compute,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.056,0.318,UnsaturatedSolinas,32,GallinaAxOf,native_compute (1),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.091,0.212,UnsaturatedSolinas,32,GallinaAxOf,native_compute (2),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,4.404,4.44,UnsaturatedSolinas,32,GallinaAxOf,cbv,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,7.28,7.29,UnsaturatedSolinas,32,GallinaAxOf,lazy,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.455,0.476,UnsaturatedSolinas,32,GallinaAxComputedOf,vm_compute,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,6.803,6.82,UnsaturatedSolinas,32,GallinaAxComputedOf,cbv,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,9.804,9.809,UnsaturatedSolinas,32,GallinaAxComputedOf,lazy,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.919,0.927,UnsaturatedSolinas,32,PipelineFullOf,vm_compute,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.071,1.07,UnsaturatedSolinas,32,PipelineFullToStringsOf,vm_compute,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.679,0.681,UnsaturatedSolinas,32,PipelineNBEOf,vm_compute,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.668,0.671,UnsaturatedSolinas,32,PipelineArithOf,vm_compute,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.536,218.046,UnsaturatedSolinas,32,PipelineFullOf,native_compute (1),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.603,0.943,UnsaturatedSolinas,32,PipelineFullOf,native_compute (2),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.964,5.883,UnsaturatedSolinas,32,PipelineFullToStringsOf,native_compute (1),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.576,0.704,UnsaturatedSolinas,32,PipelineFullToStringsOf,native_compute (2),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.508,0.933,UnsaturatedSolinas,32,PipelineNBEOf,native_compute (1),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.487,0.632,UnsaturatedSolinas,32,PipelineNBEOf,native_compute (2),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.484,0.878,UnsaturatedSolinas,32,PipelineArithOf,native_compute (1),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.492,0.598,UnsaturatedSolinas,32,PipelineArithOf,native_compute (2),(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,17.884,17.956,UnsaturatedSolinas,32,PipelineFullOf,cbv,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,23.336,23.43,UnsaturatedSolinas,32,PipelineFullToStringsOf,cbv,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,15.24,15.351,UnsaturatedSolinas,32,PipelineNBEOf,cbv,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,12.583,12.596,UnsaturatedSolinas,32,PipelineArithOf,cbv,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,18.672,18.757,UnsaturatedSolinas,32,PipelineFullOf,lazy,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,23.212,23.217,UnsaturatedSolinas,32,PipelineFullToStringsOf,lazy,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,12.452,12.451,UnsaturatedSolinas,32,PipelineNBEOf,lazy,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,12.919,12.924,UnsaturatedSolinas,32,PipelineArithOf,lazy,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,4.728,4.733,UnsaturatedSolinas,32,GallinaDefOf,cbv_no_rt,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,7.104,7.115,UnsaturatedSolinas,32,GallinaDefOf,lazy_no_rt,(0),8,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.244,0.244,UnsaturatedSolinas,32,GallinaAxOf,vm_compute,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.052,0.351,UnsaturatedSolinas,32,GallinaAxOf,native_compute (1),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.04,0.121,UnsaturatedSolinas,32,GallinaAxOf,native_compute (2),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,6.212,6.248,UnsaturatedSolinas,32,GallinaAxOf,cbv,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,9.336,9.356,UnsaturatedSolinas,32,GallinaAxOf,lazy,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.536,0.578,UnsaturatedSolinas,32,GallinaAxComputedOf,vm_compute,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,9.1,9.103,UnsaturatedSolinas,32,GallinaAxComputedOf,cbv,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,12.963,12.984,UnsaturatedSolinas,32,GallinaAxComputedOf,lazy,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.199,1.197,UnsaturatedSolinas,32,PipelineFullOf,vm_compute,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.396,1.397,UnsaturatedSolinas,32,PipelineFullToStringsOf,vm_compute,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.9,0.901,UnsaturatedSolinas,32,PipelineNBEOf,vm_compute,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.887,0.888,UnsaturatedSolinas,32,PipelineArithOf,vm_compute,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.755,219.158,UnsaturatedSolinas,32,PipelineFullOf,native_compute (1),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.791,1.128,UnsaturatedSolinas,32,PipelineFullOf,native_compute (2),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.139,5.883,UnsaturatedSolinas,32,PipelineFullToStringsOf,native_compute (1),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.847,1.035,UnsaturatedSolinas,32,PipelineFullToStringsOf,native_compute (2),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.64,0.931,UnsaturatedSolinas,32,PipelineNBEOf,native_compute (1),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.631,0.75,UnsaturatedSolinas,32,PipelineNBEOf,native_compute (2),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.611,0.903,UnsaturatedSolinas,32,PipelineArithOf,native_compute (1),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.672,0.802,UnsaturatedSolinas,32,PipelineArithOf,native_compute (2),(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,23.396,23.481,UnsaturatedSolinas,32,PipelineFullOf,cbv,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,30.796,30.827,UnsaturatedSolinas,32,PipelineFullToStringsOf,cbv,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,19.611,19.734,UnsaturatedSolinas,32,PipelineNBEOf,cbv,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,16.459,16.47,UnsaturatedSolinas,32,PipelineArithOf,cbv,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,22.595,22.679,UnsaturatedSolinas,32,PipelineFullOf,lazy,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,30.367,30.366,UnsaturatedSolinas,32,PipelineFullToStringsOf,lazy,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,15.951,15.95,UnsaturatedSolinas,32,PipelineNBEOf,lazy,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,15.592,15.593,UnsaturatedSolinas,32,PipelineArithOf,lazy,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,6.279,6.291,UnsaturatedSolinas,32,GallinaDefOf,cbv_no_rt,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,9.503,9.515,UnsaturatedSolinas,32,GallinaDefOf,lazy_no_rt,(1),9,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.452,1.458,WordByWordMontgomery,32,GallinaAxOf,vm_compute,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.508,0.988,WordByWordMontgomery,32,GallinaAxOf,native_compute (1),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.472,0.628,WordByWordMontgomery,32,GallinaAxOf,native_compute (2),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,31.728,31.783,WordByWordMontgomery,32,GallinaAxOf,cbv,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,52.359,52.408,WordByWordMontgomery,32,GallinaAxOf,lazy,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,7.223,7.268,WordByWordMontgomery,32,PipelineFullOf,vm_compute,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,9.86,207.394,WordByWordMontgomery,32,PipelineFullOf,native_compute (1),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,4.724,5.073,WordByWordMontgomery,32,PipelineFullOf,native_compute (2),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,7.3,7.378,WordByWordMontgomery,32,PipelineFullToStringsOf,vm_compute,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,4.887,9.266,WordByWordMontgomery,32,PipelineFullToStringsOf,native_compute (1),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,4.676,4.846,WordByWordMontgomery,32,PipelineFullToStringsOf,native_compute (2),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.751,5.794,WordByWordMontgomery,32,PipelineNBEOf,vm_compute,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,3.896,4.286,WordByWordMontgomery,32,PipelineNBEOf,native_compute (1),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,3.844,4.034,WordByWordMontgomery,32,PipelineNBEOf,native_compute (2),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.591,5.612,WordByWordMontgomery,32,PipelineArithOf,vm_compute,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,3.787,4.144,WordByWordMontgomery,32,PipelineArithOf,native_compute (1),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,3.991,4.173,WordByWordMontgomery,32,PipelineArithOf,native_compute (2),,,2^190-11
1569275433846670190958947355801916604025588861116008628213,127.479,127.985,WordByWordMontgomery,32,PipelineFullOf,cbv,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,131.764,132.193,WordByWordMontgomery,32,PipelineFullToStringsOf,cbv,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,187.051,190.997,WordByWordMontgomery,32,PipelineNBEOf,cbv,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,126.288,128.13,WordByWordMontgomery,32,PipelineArithOf,cbv,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,151.943,153.197,WordByWordMontgomery,32,PipelineFullOf,lazy,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,131.452,131.755,WordByWordMontgomery,32,PipelineFullToStringsOf,lazy,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,94.5,94.686,WordByWordMontgomery,32,PipelineNBEOf,lazy,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,103.584,105.026,WordByWordMontgomery,32,PipelineArithOf,lazy,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,31.787,31.832,WordByWordMontgomery,32,GallinaDefOf,cbv_no_rt,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,53.044,53.09,WordByWordMontgomery,32,GallinaDefOf,lazy_no_rt,,,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.04,0.04,UnsaturatedSolinas,64,GallinaAxOf,vm_compute,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.016,0.391,UnsaturatedSolinas,64,GallinaAxOf,native_compute (1),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.008,0.098,UnsaturatedSolinas,64,GallinaAxOf,native_compute (2),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.052,1.074,UnsaturatedSolinas,64,GallinaAxOf,cbv,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.587,1.59,UnsaturatedSolinas,64,GallinaAxOf,lazy,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.151,0.219,UnsaturatedSolinas,64,GallinaAxComputedOf,vm_compute,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.492,1.496,UnsaturatedSolinas,64,GallinaAxComputedOf,cbv,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,2.26,2.263,UnsaturatedSolinas,64,GallinaAxComputedOf,lazy,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.263,0.266,UnsaturatedSolinas,64,PipelineFullOf,vm_compute,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.271,0.271,UnsaturatedSolinas,64,PipelineFullToStringsOf,vm_compute,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.164,0.162,UnsaturatedSolinas,64,PipelineNBEOf,vm_compute,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.168,0.164,UnsaturatedSolinas,64,PipelineArithOf,vm_compute,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.151,216.433,UnsaturatedSolinas,64,PipelineFullOf,native_compute (1),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.168,0.532,UnsaturatedSolinas,64,PipelineFullOf,native_compute (2),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.567,5.563,UnsaturatedSolinas,64,PipelineFullToStringsOf,native_compute (1),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.211,0.371,UnsaturatedSolinas,64,PipelineFullToStringsOf,native_compute (2),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.147,0.464,UnsaturatedSolinas,64,PipelineNBEOf,native_compute (1),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.14,0.257,UnsaturatedSolinas,64,PipelineNBEOf,native_compute (2),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.124,0.421,UnsaturatedSolinas,64,PipelineArithOf,native_compute (1),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.135,0.243,UnsaturatedSolinas,64,PipelineArithOf,native_compute (2),(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,4.239,4.27,UnsaturatedSolinas,64,PipelineFullOf,cbv,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.724,5.737,UnsaturatedSolinas,64,PipelineFullToStringsOf,cbv,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,3.144,3.158,UnsaturatedSolinas,64,PipelineNBEOf,cbv,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,2.979,2.978,UnsaturatedSolinas,64,PipelineArithOf,cbv,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,3.908,3.935,UnsaturatedSolinas,64,PipelineFullOf,lazy,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.515,5.557,UnsaturatedSolinas,64,PipelineFullToStringsOf,lazy,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,2.735,2.735,UnsaturatedSolinas,64,PipelineNBEOf,lazy,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,2.688,2.686,UnsaturatedSolinas,64,PipelineArithOf,lazy,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.976,0.98,UnsaturatedSolinas,64,GallinaDefOf,cbv_no_rt,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.615,1.618,UnsaturatedSolinas,64,GallinaDefOf,lazy_no_rt,(0),4,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.064,0.064,UnsaturatedSolinas,64,GallinaAxOf,vm_compute,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.02,0.235,UnsaturatedSolinas,64,GallinaAxOf,native_compute (1),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.02,0.127,UnsaturatedSolinas,64,GallinaAxOf,native_compute (2),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,1.616,1.644,UnsaturatedSolinas,64,GallinaAxOf,cbv,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,2.512,2.527,UnsaturatedSolinas,64,GallinaAxOf,lazy,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.211,0.251,UnsaturatedSolinas,64,GallinaAxComputedOf,vm_compute,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,2.428,2.44,UnsaturatedSolinas,64,GallinaAxComputedOf,cbv,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,3.452,3.451,UnsaturatedSolinas,64,GallinaAxComputedOf,lazy,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.367,0.365,UnsaturatedSolinas,64,PipelineFullOf,vm_compute,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.403,0.401,UnsaturatedSolinas,64,PipelineFullToStringsOf,vm_compute,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.247,0.252,UnsaturatedSolinas,64,PipelineNBEOf,vm_compute,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.244,0.243,UnsaturatedSolinas,64,PipelineArithOf,vm_compute,(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,5.06,215.679,UnsaturatedSolinas,64,PipelineFullOf,native_compute (1),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.288,0.596,UnsaturatedSolinas,64,PipelineFullOf,native_compute (2),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.624,5.521,UnsaturatedSolinas,64,PipelineFullToStringsOf,native_compute (1),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.311,0.44,UnsaturatedSolinas,64,PipelineFullToStringsOf,native_compute (2),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.267,0.665,UnsaturatedSolinas,64,PipelineNBEOf,native_compute (1),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.22,0.327,UnsaturatedSolinas,64,PipelineNBEOf,native_compute (2),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.22,0.588,UnsaturatedSolinas,64,PipelineArithOf,native_compute (1),(1),5,2^190-11
1569275433846670190958947355801916604025588861116008628213,0.2,0.314,UnsaturatedSolinas,64,PipelineArithOf,native_compute (2),(1),5,2^190-11
