       Time |    Peak Mem | File Name                                                                 
   0m05.91s |   750088 ko | Specific/montgomery32_2e130m5_5limbs/femulDisplay.log                     
   0m05.89s |   633568 ko | Compilers/Z/HexNotationConstants.vo                                       
   0m05.87s |   747960 ko | Specific/solinas32_2e255m19_11limbs/fesquareDisplay.log                   
   0m05.86s |   750416 ko | Specific/montgomery32_2e152m17_5limbs/femulDisplay.log                    
   0m05.86s |   748320 ko | Specific/solinas32_2e251m9_11limbs/fesquareDisplay.log                    
   0m05.86s |   747756 ko | Specific/solinas32_2e266m3_11limbs/fesquareDisplay.log                    
   0m05.86s |   749136 ko | Specific/solinas32_2e285m9_11limbs/fesquareDisplay.log                    
   0m05.84s |   747184 ko | Specific/solinas32_2e291m19_11limbs/fesquareDisplay.log                   
   0m05.84s |   754724 ko | Specific/solinas64_2e448m2e224m1_10limbs/femulDisplay.log                 
   0m05.83s |   750900 ko | Specific/montgomery32_2e150m5_5limbs/femulDisplay.log                     
   0m05.83s |   747152 ko | Specific/solinas32_2e256m189_11limbs/fesquareDisplay.log                  
   0m05.82s |   578860 ko | Util/ZUtil/Morphisms.vo                                                   
   0m05.81s |   660528 ko | Specific/solinas32_2e174m17_7limbs/Synthesis.vo                           
   0m05.80s |   523736 ko | Arithmetic/BarrettReduction/Generalized.vo                                
   0m05.80s |   750560 ko | Specific/montgomery32_2e140m27_5limbs/femulDisplay.log                    
   0m05.80s |   750412 ko | Specific/montgomery32_2e158m15_5limbs/femulDisplay.log                    
   0m05.80s |   754544 ko | Specific/solinas32_2e336m17_14limbs/fesquareDisplay.log                   
   0m05.79s |   750704 ko | Specific/montgomery32_2e137m13_5limbs/femulDisplay.log                    
   0m05.79s |   750848 ko | Specific/montgomery32_2e150m3_5limbs/femulDisplay.log                     
   0m05.78s |   660888 ko | Specific/solinas32_2e150m5_7limbs/Synthesis.vo                            
   0m05.77s |   750584 ko | Specific/solinas32_2e216m2e108m1_10limbs/femulDisplay.log                 
   0m05.74s |   926796 ko | Experiments/NewPipeline/ExtractionOCaml/saturated_solinas.ml              
   0m05.73s |   659144 ko | Specific/solinas32_2e158m15_7limbs/Synthesis.vo                           
   0m05.73s |   657588 ko | Specific/solinas64_2e291m19_6limbs/Synthesis.vo                           
   0m05.72s |   567332 ko | Util/FsatzAutoLemmas.vo                                                   
   0m05.70s |   658712 ko | Specific/solinas32_2e141m9_7limbs/Synthesis.vo                            
   0m05.68s |   752676 ko | Specific/solinas64_2e448m2e224m1_10limbs/fesquareDisplay.log              
   0m05.67s |   660796 ko | Specific/solinas32_2e190m11_7limbs/Synthesis.vo                           
   0m05.65s |   651280 ko | Specific/montgomery32_2e141m9_5limbs/Synthesis.vo                         
   0m05.65s |   751580 ko | Specific/solinas32_2e338m15_13limbs/fesquareDisplay.log                   
   0m05.64s |   549008 ko | Util/ZUtil/LandLorBounds.vo                                               
   0m05.62s |   748648 ko | Specific/solinas32_2e251m9_11limbs/femulDisplay.log                       
   0m05.60s |   749592 ko | Specific/montgomery32_2e129m25_5limbs/femulDisplay.log                    
   0m05.60s |   650132 ko | Specific/montgomery32_2e150m3_5limbs/Synthesis.vo                         
   0m05.60s |   658972 ko | Specific/solinas64_2e256m2e224p2e192p2e96m1_5limbs/Synthesis.vo           
   0m05.58s |   651032 ko | Specific/montgomery32_2e137m13_5limbs/Synthesis.vo                        
   0m05.58s |   651912 ko | Specific/montgomery32_2e140m27_5limbs/Synthesis.vo                        
   0m05.58s |   750044 ko | Specific/solinas32_2e216m2e108m1_10limbs/fesquareDisplay.log              
   0m05.57s |   649900 ko | Specific/montgomery32_2e152m17_5limbs/Synthesis.vo                        
   0m05.57s |   747564 ko | Specific/solinas64_2e511m481_10limbs/femulDisplay.log                     
   0m05.56s |   649812 ko | Specific/montgomery32_2e150m5_5limbs/Synthesis.vo                         
   0m05.56s |   662044 ko | Specific/solinas64_2e256m2e32m977_6limbs/Synthesis.vo                     
   0m05.55s |   746620 ko | Specific/solinas32_2e192m2e64m1_9limbs/femulDisplay.log                   
   0m05.53s |   650380 ko | Specific/montgomery32_2e158m15_5limbs/Synthesis.vo                        
   0m05.50s |   650580 ko | Specific/montgomery32_2e130m5_5limbs/Synthesis.vo                         
   0m05.50s |   747620 ko | Specific/solinas64_2e511m187_10limbs/femulDisplay.log                     
   0m05.49s |   650264 ko | Specific/montgomery32_2e129m25_5limbs/Synthesis.vo                        
   0m05.46s |   747884 ko | Specific/solinas32_2e336m3_12limbs/femulDisplay.log                       
   0m05.45s |   662024 ko | Specific/solinas32_2e166m5_7limbs/Synthesis.vo                            
   0m05.44s |   660472 ko | Specific/solinas32_2e174m3_7limbs/Synthesis.vo                            
   0m05.43s |   745024 ko | Specific/solinas32_2e243m9_10limbs/femulDisplay.log                       
   0m05.43s |   747948 ko | Specific/solinas64_2e489m21_10limbs/femulDisplay.log                      
   0m05.41s |   748160 ko | Specific/solinas64_2e512m569_10limbs/femulDisplay.log                     
   0m05.40s |   486244 ko | Compilers/WfProofs.vo                                                     
   0m05.40s |   660768 ko | Specific/solinas32_2e150m3_7limbs/Synthesis.vo                            
   0m05.40s |   746668 ko | Specific/solinas64_2e488m17_10limbs/femulDisplay.log                      
   0m05.39s |   603604 ko | Compilers/Z/BinaryNotationConstants.vo                                    
   0m05.38s |   750668 ko | Specific/montgomery32_2e141m9_5limbs/femulDisplay.log                     
   0m05.38s |   662440 ko | Specific/solinas32_2e165m25_7limbs/Synthesis.vo                           
   0m05.37s |   744364 ko | Specific/solinas32_2e192m2e64m1_9limbs/fesquareDisplay.log                
   0m05.33s |   744632 ko | Specific/solinas32_2e251m9_10limbs/femulDisplay.log                       
   0m05.32s |   756836 ko | Specific/solinas32_2e512m569_24limbs/freezeDisplay.log                    
   0m05.32s |   745528 ko | Specific/solinas64_2e256m4294968273_10limbs/femulDisplay.log              
   0m05.30s |   756376 ko | Specific/solinas32_2e511m481_24limbs/freezeDisplay.log                    
   0m05.29s |   659644 ko | Specific/solinas64_2e285m9_6limbs/Synthesis.vo                            
   0m05.29s |   744596 ko | Specific/solinas64_2e489m21_10limbs/fesquareDisplay.log                   
   0m05.28s |   660664 ko | Specific/solinas32_2e152m17_7limbs/Synthesis.vo                           
   0m05.28s |   744700 ko | Specific/solinas64_2e511m187_10limbs/fesquareDisplay.log                  
   0m05.26s |   537428 ko | LegacyArithmetic/Double/Proofs/RippleCarryAddSub.vo                       
   0m05.26s |   654268 ko | Specific/solinas64_2e255m765_6limbs/Synthesis.vo                          
   0m05.25s |   781528 ko | Specific/montgomery32_2e521m1_17limbs/feaddDisplay.log                    
   0m05.25s |   741820 ko | Specific/solinas32_2e243m9_10limbs/fesquareDisplay.log                    
   0m05.25s |   746520 ko | Specific/solinas64_2e521m1_10limbs/femulDisplay.log                       
   0m05.24s |   507444 ko | LegacyArithmetic/Pow2BaseProofs.vo                                        
   0m05.24s |   659436 ko | Specific/solinas64_2e251m9_6limbs/Synthesis.vo                            
   0m05.24s |   654336 ko | Specific/solinas64_2e256m189_6limbs/Synthesis.vo                          
   0m05.22s |   577224 ko | Algebra/Field_test.vo                                                     
   0m05.22s |   744936 ko | Specific/solinas32_2e266m3_10limbs/femulDisplay.log                       
   0m05.22s |   744680 ko | Specific/solinas64_2e512m569_10limbs/fesquareDisplay.log                  
   0m05.21s |   656232 ko | Specific/solinas64_2e255m19_6limbs/Synthesis.vo                           
   0m05.21s |   751048 ko | Specific/solinas64_2e480m2e240m1_10limbs/femulDisplay.log                 
   0m05.18s |   742184 ko | Specific/solinas32_2e251m9_10limbs/fesquareDisplay.log                    
   0m05.17s |   745468 ko | Specific/solinas64_2e488m17_10limbs/fesquareDisplay.log                   
   0m05.16s |   780544 ko | Specific/montgomery32_2e521m1_17limbs/fesubDisplay.log                    
   0m05.16s |   660540 ko | Specific/solinas32_2e140m27_7limbs/Synthesis.vo                           
   0m05.16s |   745360 ko | Specific/solinas32_2e222m117_10limbs/femulDisplay.log                     
   0m05.14s |   743540 ko | Specific/solinas32_2e266m3_10limbs/fesquareDisplay.log                    
   0m05.14s |   745704 ko | Specific/solinas32_2e336m3_12limbs/fesquareDisplay.log                    
   0m05.13s |   745796 ko | Specific/solinas32_2e226m5_10limbs/femulDisplay.log                       
   0m05.12s |   744468 ko | Specific/solinas64_2e256m4294968273_10limbs/fesquareDisplay.log           
   0m05.11s |   754592 ko | Specific/solinas32_2e511m481_23limbs/freezeDisplay.log                    
   0m05.09s |   742592 ko | Specific/solinas32_2e222m117_10limbs/fesquareDisplay.log                  
   0m05.09s |   751540 ko | Specific/solinas64_2e450m2e225m1_10limbs/femulDisplay.log                 
   0m05.08s |   759040 ko | Specific/solinas32_2e512m569_25limbs/freezeDisplay.log                    
   0m05.07s |   659132 ko | Specific/solinas64_2e266m3_6limbs/Synthesis.vo                            
   0m05.06s |   745168 ko | Specific/X25519/C32/femulDisplay.log                                      
   0m05.03s |   742184 ko | Specific/solinas32_2e226m5_10limbs/fesquareDisplay.log                    
   0m05.02s |   772728 ko | Specific/montgomery32_2e511m187_16limbs/fesubDisplay.log                  
   0m05.02s |   755028 ko | Specific/solinas32_2e511m187_23limbs/freezeDisplay.log                    
   0m05.01s |   773568 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/feaddDisplay.log          
   0m05.01s |   744336 ko | Specific/solinas64_2e521m1_10limbs/fesquareDisplay.log                    
   0m04.99s |   580164 ko | Compilers/Z/Bounds/Pipeline/Definition.vo                                 
   0m04.99s |   773292 ko | Specific/montgomery32_2e489m21_16limbs/feaddDisplay.log                   
   0m04.99s |   772632 ko | Specific/montgomery32_2e489m21_16limbs/fesubDisplay.log                   
   0m04.98s |   773076 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/fesubDisplay.log          
   0m04.97s |   773356 ko | Specific/montgomery32_2e495m31_16limbs/feaddDisplay.log                   
   0m04.97s |   772848 ko | Specific/montgomery32_2e495m31_16limbs/fesubDisplay.log                   
   0m04.97s |   773824 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/feaddDisplay.log          
   0m04.97s |   773036 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/fesubDisplay.log          
   0m04.96s |   773512 ko | Specific/montgomery32_2e488m17_16limbs/feaddDisplay.log                   
   0m04.96s |   772688 ko | Specific/montgomery32_2e511m481_16limbs/fesubDisplay.log                  
   0m04.94s |   773624 ko | Specific/montgomery32_2e511m187_16limbs/feaddDisplay.log                  
   0m04.94s |   773584 ko | Specific/montgomery32_2e511m481_16limbs/feaddDisplay.log                  
   0m04.93s |   772808 ko | Specific/montgomery32_2e488m17_16limbs/fesubDisplay.log                   
   0m04.93s |   743608 ko | Specific/solinas32_2e255m19_10limbs/femulDisplay.log                      
   0m04.92s |   748948 ko | Specific/solinas64_2e480m2e240m1_10limbs/fesquareDisplay.log              
   0m04.91s |   661140 ko | Specific/solinas64_2e224m2e96p1_6limbs/Synthesis.vo                       
   0m04.91s |   742936 ko | Specific/solinas64_2e488m17_9limbs/femulDisplay.log                       
   0m04.91s |   744624 ko | Specific/solinas64_2e511m481_10limbs/fesquareDisplay.log                  
   0m04.90s |   772980 ko | Specific/montgomery32_2e512m569_16limbs/fesubDisplay.log                  
   0m04.87s |   664272 ko | Specific/solinas64_2e255m19_5limbs_donna/Synthesis.vo                     
   0m04.86s |   743232 ko | Specific/solinas64_2e495m31_10limbs/fesquareDisplay.log                   
   0m04.84s |   743000 ko | Specific/solinas32_2e235m15_10limbs/femulDisplay.log                      
   0m04.83s |   749704 ko | Specific/solinas64_2e450m2e225m1_10limbs/fesquareDisplay.log              
   0m04.81s |   526652 ko | LegacyArithmetic/Double/Proofs/SpreadLeftImmediate.vo                     
   0m04.80s |   765616 ko | Specific/montgomery32_2e468m17_15limbs/fesubDisplay.log                   
   0m04.78s |   766912 ko | Specific/montgomery32_2e450m2e225m1_15limbs/feaddDisplay.log              
   0m04.78s |   745472 ko | Specific/solinas64_2e495m31_10limbs/femulDisplay.log                      
   0m04.77s |   741240 ko | Specific/solinas32_2e235m15_10limbs/fesquareDisplay.log                   
   0m04.76s |   766752 ko | Specific/montgomery32_2e450m2e225m1_15limbs/fesubDisplay.log              
   0m04.76s |   749948 ko | Specific/solinas32_2e495m31_21limbs/freezeDisplay.log                     
   0m04.76s |   656208 ko | Specific/solinas64_2e243m9_6limbs/Synthesis.vo                            
   0m04.75s |   742156 ko | Specific/montgomery64_2e198m17_4limbs/femulDisplay.log                    
   0m04.75s |   740244 ko | Specific/solinas32_2e206m5_9limbs/femulDisplay.log                        
   0m04.75s |   740140 ko | Specific/solinas32_2e235m15_9limbs/femulDisplay.log                       
   0m04.75s |   742688 ko | Specific/solinas64_2e452m3_9limbs/femulDisplay.log                        
   0m04.74s |   741512 ko | Specific/montgomery64_2e256m4294968273_4limbs/femulDisplay.log            
   0m04.74s |   740316 ko | Specific/solinas32_2e230m27_9limbs/femulDisplay.log                       
   0m04.73s |   766332 ko | Specific/montgomery32_2e452m3_15limbs/feaddDisplay.log                    
   0m04.73s |   765856 ko | Specific/montgomery32_2e468m17_15limbs/feaddDisplay.log                   
   0m04.73s |   741184 ko | Specific/montgomery64_2e255m19_4limbs/femulDisplay.log                    
   0m04.73s |   740176 ko | Specific/solinas32_2e212m29_9limbs/femulDisplay.log                       
   0m04.73s |   739216 ko | Specific/solinas32_2e226m5_9limbs/femulDisplay.log                        
   0m04.72s |   583904 ko | Curves/Montgomery/Affine.vo                                               
   0m04.72s |   773544 ko | Specific/montgomery32_2e512m569_16limbs/feaddDisplay.log                  
   0m04.72s |   742072 ko | Specific/montgomery64_2e213m3_4limbs/femulDisplay.log                     
   0m04.71s |   740180 ko | Specific/solinas32_2e194m33_9limbs/femulDisplay.log                       
   0m04.70s |   739396 ko | Specific/solinas64_2e256m2e32m977_7limbs/femulDisplay.log                 
   0m04.70s |   739052 ko | Specific/solinas64_2e488m17_9limbs/fesquareDisplay.log                    
   0m04.69s |   765472 ko | Specific/montgomery32_2e452m3_15limbs/fesubDisplay.log                    
   0m04.69s |   766496 ko | Specific/montgomery32_2e480m2e240m1_15limbs/fesubDisplay.log              
   0m04.69s |   741564 ko | Specific/montgomery64_2e255m765_4limbs/femulDisplay.log                   
   0m04.69s |   741656 ko | Specific/montgomery64_2e256m189_4limbs/femulDisplay.log                   
   0m04.68s |   741544 ko | Specific/montgomery64_2e206m5_4limbs/femulDisplay.log                     
   0m04.68s |   741944 ko | Specific/montgomery64_2e221m3_4limbs/femulDisplay.log                     
   0m04.68s |   741948 ko | Specific/montgomery64_2e251m9_4limbs/femulDisplay.log                     
   0m04.68s |   741108 ko | Specific/solinas64_2e256m4294968273_9limbs/femulDisplay.log               
   0m04.67s |   741796 ko | Specific/montgomery64_2e230m27_4limbs/femulDisplay.log                    
   0m04.67s |   742156 ko | Specific/montgomery64_2e243m9_4limbs/femulDisplay.log                     
   0m04.67s |   752548 ko | Specific/solinas32_2e511m187_22limbs/freezeDisplay.log                    
   0m04.66s |   741768 ko | Specific/montgomery64_2e194m33_4limbs/femulDisplay.log                    
   0m04.66s |   742080 ko | Specific/montgomery64_2e222m117_4limbs/femulDisplay.log                   
   0m04.66s |   742012 ko | Specific/montgomery64_2e235m15_4limbs/femulDisplay.log                    
   0m04.66s |   739880 ko | Specific/solinas32_2e191m19_9limbs/femulDisplay.log                       
   0m04.66s |   741432 ko | Specific/solinas64_2e489m21_9limbs/femulDisplay.log                       
   0m04.65s |   741944 ko | Specific/montgomery64_2e212m29_4limbs/femulDisplay.log                    
   0m04.63s |   740208 ko | Specific/solinas32_2e196m15_9limbs/femulDisplay.log                       
   0m04.63s |   739804 ko | Specific/solinas32_2e221m3_9limbs/femulDisplay.log                        
   0m04.63s |   744484 ko | Specific/solinas32_2e255m19_10limbs_donna/femulDisplay.log                
   0m04.62s |   741148 ko | Specific/montgomery64_2e216m2e108m1_4limbs/femulDisplay.log               
   0m04.62s |   741616 ko | Specific/montgomery64_2e254m127x2e240m1_4limbs/femulDisplay.log           
   0m04.62s |   741176 ko | Specific/solinas32_2e255m19_10limbs/fesquareDisplay.log                   
   0m04.62s |   742964 ko | Specific/solinas64_2e521m1_9limbs/femulDisplay.log                        
   0m04.61s |   741156 ko | Specific/montgomery64_2e205m45x2e198m1_4limbs/femulDisplay.log            
   0m04.59s |   749960 ko | Specific/solinas32_2e480m2e240m1_20limbs/freezeDisplay.log                
   0m04.59s |   739244 ko | Specific/solinas64_2e256m4294968273_9limbs/fesquareDisplay.log            
   0m04.59s |   741908 ko | Specific/solinas64_2e444m17_9limbs/femulDisplay.log                       
   0m04.59s |   740472 ko | Specific/solinas64_2e452m3_9limbs/fesquareDisplay.log                     
   0m04.57s |   740692 ko | Specific/montgomery64_2e256m2e224p2e192p2e96m1_4limbs/femulDisplay.log    
   0m04.57s |   741984 ko | Specific/montgomery64_2e256m88x2e240m1_4limbs/femulDisplay.log            
   0m04.55s |   741444 ko | Specific/montgomery64_2e224m2e96p1_4limbs/femulDisplay.log                
   0m04.55s |   653080 ko | Specific/solinas32_2e152m17_6limbs/Synthesis.vo                           
   0m04.55s |   738704 ko | Specific/solinas32_2e191m19_9limbs/fesquareDisplay.log                    
   0m04.55s |   737628 ko | Specific/solinas32_2e194m33_9limbs/fesquareDisplay.log                    
   0m04.54s |   738060 ko | Specific/solinas32_2e196m15_9limbs/fesquareDisplay.log                    
   0m04.54s |   738128 ko | Specific/solinas32_2e206m5_9limbs/fesquareDisplay.log                     
   0m04.53s |   656280 ko | Specific/solinas32_2e130m5_6limbs/Synthesis.vo                            
   0m04.53s |   747564 ko | Specific/solinas32_2e521m1_19limbs/freezeDisplay.log                      
   0m04.53s |   743312 ko | Specific/solinas64_2e450m2e225m1_8limbs/femulDisplay.log                  
   0m04.52s |   737576 ko | Specific/solinas32_2e212m29_9limbs/fesquareDisplay.log                    
   0m04.52s |   739984 ko | Specific/solinas32_2e213m3_9limbs/femulDisplay.log                        
   0m04.52s |   740220 ko | Specific/solinas64_2e444m17_9limbs/fesquareDisplay.log                    
   0m04.51s |   759248 ko | Specific/montgomery32_2e444m17_14limbs/fesubDisplay.log                   
   0m04.51s |   767192 ko | Specific/montgomery32_2e480m2e240m1_15limbs/feaddDisplay.log              
   0m04.51s |   740048 ko | Specific/solinas32_2e222m117_9limbs/femulDisplay.log                      
   0m04.51s |   749664 ko | Specific/solinas32_2e450m2e225m1_20limbs/freezeDisplay.log                
   0m04.49s |   738564 ko | Specific/solinas32_2e230m27_9limbs/fesquareDisplay.log                    
   0m04.48s |   771480 ko | Specific/montgomery32_2e521m1_17limbs/feoppDisplay.log                    
   0m04.48s |   738800 ko | Specific/solinas32_2e221m3_9limbs/fesquareDisplay.log                     
   0m04.47s |   760876 ko | Specific/montgomery32_2e448m2e224m1_14limbs/feaddDisplay.log              
   0m04.47s |   741668 ko | Specific/montgomery64_2e521m1_9limbs/fesubDisplay.log                     
   0m04.47s |   656136 ko | Specific/solinas32_2e129m25_6limbs/Synthesis.vo                           
   0m04.47s |   656132 ko | Specific/solinas32_2e140m27_6limbs/Synthesis.vo                           
   0m04.47s |   738728 ko | Specific/solinas32_2e235m15_9limbs/fesquareDisplay.log                    
   0m04.47s |   749044 ko | Specific/solinas32_2e489m21_20limbs/freezeDisplay.log                     
   0m04.46s |   739868 ko | Specific/NISTP256/AMD64/femulDisplay.log                                  
   0m04.46s |   741848 ko | Specific/montgomery64_2e521m1_9limbs/feaddDisplay.log                     
   0m04.45s |   759664 ko | Specific/montgomery32_2e444m17_14limbs/feaddDisplay.log                   
   0m04.45s |   760408 ko | Specific/montgomery32_2e448m2e224m1_14limbs/fesubDisplay.log              
   0m04.44s |   739944 ko | Specific/solinas64_2e489m21_9limbs/fesquareDisplay.log                    
   0m04.42s |   749024 ko | Specific/solinas32_2e488m17_20limbs/freezeDisplay.log                     
   0m04.41s |   738528 ko | Specific/solinas32_2e222m117_9limbs/fesquareDisplay.log                   
   0m04.40s |   739512 ko | Specific/solinas64_2e521m1_9limbs/fesquareDisplay.log                     
   0m04.39s |   741740 ko | Specific/montgomery64_2e226m5_4limbs/femulDisplay.log                     
   0m04.39s |   741508 ko | Specific/montgomery64_2e256m2e32m977_4limbs/femulDisplay.log              
   0m04.37s |   738792 ko | Specific/X25519/C32/fesquareDisplay.log                                   
   0m04.36s |   748868 ko | Specific/solinas32_2e495m31_20limbs/freezeDisplay.log                     
   0m04.35s |   471340 ko | Compilers/Named/CompileWf.vo                                              
   0m04.35s |   742064 ko | Specific/montgomery64_2e196m15_4limbs/femulDisplay.log                    
   0m04.35s |   738684 ko | Specific/solinas32_2e255m19_10limbs_donna/fesquareDisplay.log             
   0m04.35s |   749240 ko | Specific/solinas32_2e521m1_20limbs/freezeDisplay.log                      
   0m04.32s |   753888 ko | Specific/montgomery32_2e414m17_13limbs/fesubDisplay.log                   
   0m04.31s |   741532 ko | Specific/solinas32_2e230m27_10limbs/femulDisplay.log                      
   0m04.30s |   764656 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/feoppDisplay.log          
   0m04.30s |   764560 ko | Specific/montgomery32_2e512m569_16limbs/feoppDisplay.log                  
   0m04.30s |   652072 ko | Specific/solinas64_2e285m9_5limbs/Synthesis.vo                            
   0m04.29s |   754352 ko | Specific/montgomery32_2e413m21_13limbs/fesubDisplay.log                   
   0m04.29s |   755896 ko | Specific/montgomery32_2e416m2e208m1_13limbs/feaddDisplay.log              
   0m04.28s |   754904 ko | Specific/montgomery32_2e401m31_13limbs/feaddDisplay.log                   
   0m04.28s |   738220 ko | Specific/solinas32_2e213m3_9limbs/fesquareDisplay.log                     
   0m04.28s |   743044 ko | Specific/solinas64_2e450m2e225m1_8limbs/fesquareDisplay.log               
   0m04.27s |   764516 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/feoppDisplay.log          
   0m04.27s |   656292 ko | Specific/solinas32_2e166m5_6limbs/Synthesis.vo                            
   0m04.26s |   754572 ko | Specific/montgomery32_2e414m17_13limbs/feaddDisplay.log                   
   0m04.26s |   653424 ko | Specific/solinas64_2e291m19_5limbs/Synthesis.vo                           
   0m04.25s |   755316 ko | Specific/montgomery32_2e416m2e208m1_13limbs/fesubDisplay.log              
   0m04.25s |   737684 ko | Specific/solinas64_2e383m31_8limbs/femulDisplay.log                       
   0m04.24s |   754292 ko | Specific/montgomery32_2e389m21_13limbs/fesubDisplay.log                   
   0m04.24s |   754040 ko | Specific/montgomery32_2e401m31_13limbs/fesubDisplay.log                   
   0m04.24s |   764340 ko | Specific/montgomery32_2e489m21_16limbs/feoppDisplay.log                   
   0m04.24s |   764200 ko | Specific/montgomery32_2e495m31_16limbs/feoppDisplay.log                   
   0m04.24s |   655948 ko | Specific/solinas32_2e150m5_6limbs/Synthesis.vo                            
   0m04.24s |   746540 ko | Specific/solinas32_2e468m17_19limbs/freezeDisplay.log                     
   0m04.24s |   738372 ko | Specific/solinas64_2e389m21_8limbs/femulDisplay.log                       
   0m04.23s |   739616 ko | Specific/solinas32_2e230m27_10limbs/fesquareDisplay.log                   
   0m04.22s |   737036 ko | Specific/montgomery64_2e480m2e240m1_8limbs/fesubDisplay.log               
   0m04.22s |   738260 ko | Specific/solinas32_2e226m5_9limbs/fesquareDisplay.log                     
   0m04.22s |   737832 ko | Specific/solinas64_2e256m2e32m977_7limbs/fesquareDisplay.log              
   0m04.21s |   736740 ko | Specific/montgomery64_2e511m481_8limbs/fesubDisplay.log                   
   0m04.21s |   746808 ko | Specific/solinas32_2e384m2e128m2e96p2e32m1_19limbs/freezeDisplay.log      
   0m04.21s |   738008 ko | Specific/solinas64_2e369m25_8limbs/femulDisplay.log                       
   0m04.21s |   738396 ko | Specific/solinas64_2e379m19_8limbs/femulDisplay.log                       
   0m04.20s |   764556 ko | Specific/montgomery32_2e488m17_16limbs/feoppDisplay.log                   
   0m04.20s |   737348 ko | Specific/montgomery64_2e450m2e225m1_8limbs/feaddDisplay.log               
   0m04.20s |   736524 ko | Specific/montgomery64_2e511m187_8limbs/fesubDisplay.log                   
   0m04.20s |   737916 ko | Specific/solinas64_2e401m31_8limbs/femulDisplay.log                       
   0m04.19s |   737544 ko | Specific/solinas64_2e413m21_8limbs/femulDisplay.log                       
   0m04.18s |   754860 ko | Specific/montgomery32_2e389m21_13limbs/feaddDisplay.log                   
   0m04.18s |   737188 ko | Specific/montgomery64_2e480m2e240m1_8limbs/feaddDisplay.log               
   0m04.17s |   736324 ko | Specific/montgomery64_2e510m290x2e496m1_8limbs/fesubDisplay.log           
   0m04.17s |   737144 ko | Specific/montgomery64_2e511m481_8limbs/feaddDisplay.log                   
   0m04.17s |   736492 ko | Specific/montgomery64_2e512m491x2e496m1_8limbs/fesubDisplay.log           
   0m04.17s |   736616 ko | Specific/montgomery64_2e512m569_8limbs/fesubDisplay.log                   
   0m04.17s |   736584 ko | Specific/solinas32_2e191m19_8limbs/femulDisplay.log                       
   0m04.16s |   736692 ko | Specific/montgomery64_2e488m17_8limbs/feaddDisplay.log                    
   0m04.16s |   737028 ko | Specific/montgomery64_2e488m17_8limbs/fesubDisplay.log                    
   0m04.16s |   655808 ko | Specific/solinas32_2e150m3_6limbs/Synthesis.vo                            
   0m04.16s |   744884 ko | Specific/solinas32_2e384m317_18limbs/freezeDisplay.log                    
   0m04.16s |   746652 ko | Specific/solinas32_2e489m21_19limbs/freezeDisplay.log                     
   0m04.15s |   736760 ko | Specific/montgomery64_2e489m21_8limbs/fesubDisplay.log                    
   0m04.15s |   656344 ko | Specific/solinas32_2e141m9_6limbs/Synthesis.vo                            
   0m04.14s |   736696 ko | Specific/montgomery64_2e468m17_8limbs/fesubDisplay.log                    
   0m04.14s |   736820 ko | Specific/montgomery64_2e510m290x2e496m1_8limbs/feaddDisplay.log           
   0m04.14s |   736492 ko | Specific/solinas32_2e221m3_8limbs/femulDisplay.log                        
   0m04.14s |   746752 ko | Specific/solinas32_2e416m2e208m1_18limbs/freezeDisplay.log                
   0m04.13s |   738432 ko | Specific/montgomery32_2e127m1_4limbs/femulDisplay.log                     
   0m04.13s |   736936 ko | Specific/montgomery64_2e452m3_8limbs/feaddDisplay.log                     
   0m04.13s |   736488 ko | Specific/montgomery64_2e452m3_8limbs/fesubDisplay.log                     
   0m04.12s |   736940 ko | Specific/montgomery64_2e450m2e225m1_8limbs/fesubDisplay.log               
   0m04.12s |   736796 ko | Specific/montgomery64_2e495m31_8limbs/fesubDisplay.log                    
   0m04.12s |   656252 ko | Specific/solinas32_2e137m13_6limbs/Synthesis.vo                           
   0m04.12s |   653792 ko | Specific/solinas32_2e158m15_6limbs/Synthesis.vo                           
   0m04.12s |   649984 ko | Specific/solinas64_2e255m19_5limbs/Synthesis.vo                           
   0m04.12s |   742668 ko | Specific/solinas64_2e448m2e224m1_8limbs/femulDisplay.log                  
   0m04.11s |   599424 ko | Specific/Framework/ArithmeticSynthesis/Montgomery.vo                      
   0m04.11s |   736760 ko | Specific/montgomery64_2e495m31_8limbs/feaddDisplay.log                    
   0m04.11s |   737020 ko | Specific/montgomery64_2e511m187_8limbs/feaddDisplay.log                   
   0m04.11s |   736780 ko | Specific/montgomery64_2e512m569_8limbs/feaddDisplay.log                   
   0m04.11s |   745364 ko | Specific/solinas32_2e383m421_18limbs/freezeDisplay.log                    
   0m04.11s |   650980 ko | Specific/solinas64_2e266m3_5limbs/Synthesis.vo                            
   0m04.11s |   736836 ko | Specific/solinas64_2e389m21_8limbs/fesquareDisplay.log                    
   0m04.10s |   500944 ko | Arithmetic/BarrettReduction/HAC.vo                                        
   0m04.10s |   758820 ko | Specific/montgomery32_2e452m3_15limbs/feoppDisplay.log                    
   0m04.10s |   736964 ko | Specific/montgomery64_2e468m17_8limbs/feaddDisplay.log                    
